,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,38.9,39.4,38.9,39.0,39.0,39.0,35721,1396921.75,06-JUL-2017,138,INE144J01027
1,3IINFOTECH,EQ,4.5,4.65,4.4,4.45,4.45,4.45,4250190,19036620.35,06-JUL-2017,1396,INE748C01020
2,3MINDIA,EQ,14000.0,14040.0,13600.0,13796.9,13711.0,13881.05,890,12379791.05,06-JUL-2017,441,INE470A01017
3,63MOONS,EQ,64.0,64.45,63.4,63.8,64.05,63.75,22812,1457749.85,06-JUL-2017,349,INE111B01023
4,8KMILES,EQ,553.2,555.0,549.0,551.35,550.3,550.95,30786,17005660.55,06-JUL-2017,826,INE650K01021
5,A2ZINFRA,EQ,44.0,44.6,43.65,43.85,43.8,43.8,550681,24259533.85,06-JUL-2017,2947,INE619I01012
6,AARTIDRUGS,EQ,531.8,544.0,525.25,539.55,536.0,531.8,5726,3076578.45,06-JUL-2017,461,INE767A01016
7,AARTIIND,EQ,918.0,933.35,910.0,916.95,916.05,913.5,37755,34799031.4,06-JUL-2017,2945,INE769A01020
8,AARVEEDEN,EQ,62.0,66.9,61.55,64.3,64.4,61.85,22213,1434314.05,06-JUL-2017,265,INE273D01019
9,ABAN,EQ,188.7,190.85,187.45,188.2,188.7,188.1,490279,92705863.5,06-JUL-2017,6724,INE421A01028
10,ABB,EQ,1439.9,1459.75,1433.55,1451.3,1447.4,1435.05,48083,69782936.55,06-JUL-2017,5188,INE117A01022
11,ABBOTINDIA,EQ,4249.35,4295.0,4249.35,4262.65,4250.0,4238.75,792,3377887.85,06-JUL-2017,269,INE358A01014
12,ABFRL,EQ,171.0,175.0,170.3,172.1,172.5,170.65,304748,52658330.05,06-JUL-2017,3638,INE647O01011
13,ABGSHIP,BZ,13.6,14.0,13.6,13.6,13.6,14.3,36293,493714.3,06-JUL-2017,144,INE067H01016
14,ABMINTLTD,BE,82.65,82.65,78.55,78.55,78.55,82.65,456,36043.15,06-JUL-2017,25,INE251C01017
15,ACC,EQ,1597.65,1621.45,1588.0,1611.65,1612.7,1594.45,282561,455090454.95,06-JUL-2017,11603,INE012A01025
16,ACCELYA,EQ,1342.0,1342.0,1308.1,1312.15,1311.0,1335.35,6384,8434165.65,06-JUL-2017,572,INE793A01012
17,ACCORD,SM,72.0,72.0,72.0,72.0,72.0,60.0,2000,144000.0,06-JUL-2017,1,INE113X01015
18,ACE,EQ,73.7,77.0,72.1,74.6,74.5,73.35,982903,73753255.05,06-JUL-2017,5061,INE731H01025
19,ADANIENT,EQ,135.0,136.1,133.85,135.2,134.65,135.25,3032861,409690306.65,06-JUL-2017,18808,INE423A01024
20,ADANIPORTS,EQ,373.9,375.65,371.5,373.05,372.05,372.9,2318749,866867941.5,06-JUL-2017,30128,INE742F01042
21,ADANIPOWER,EQ,28.5,28.7,28.2,28.3,28.3,28.7,4195974,119306760.3,06-JUL-2017,6715,INE814H01011
22,ADANITRANS,EQ,127.25,129.8,126.65,129.0,129.0,127.5,342056,44012315.7,06-JUL-2017,2000,INE931S01010
23,ADFFOODS,EQ,268.6,270.9,260.1,260.95,261.0,267.05,275821,73422858.4,06-JUL-2017,3229,INE982B01019
24,ADHUNIK,EQ,5.9,6.15,5.9,5.9,5.9,5.95,65566,389326.85,06-JUL-2017,528,INE400H01019
25,ADHUNIKIND,EQ,100.0,101.6,96.35,100.85,101.0,96.95,155857,15356599.2,06-JUL-2017,720,INE452L01012
26,ADLABS,EQ,77.25,79.75,76.25,76.55,76.65,76.75,669334,52128865.6,06-JUL-2017,4346,INE172N01012
27,ADORWELD,EQ,383.8,383.8,379.2,380.1,380.5,379.9,3208,1220637.45,06-JUL-2017,158,INE045A01017
28,ADSL,BE,25.55,26.5,25.55,26.5,26.5,26.1,11146,292507.6,06-JUL-2017,84,INE102I01027
29,ADVANIHOTR,EQ,60.2,61.65,58.55,59.5,59.5,61.0,8487,507621.6,06-JUL-2017,103,INE199C01026
30,ADVENZYMES,EQ,348.7,357.2,346.05,348.0,347.5,347.25,426251,149974025.2,06-JUL-2017,8039,INE837H01020
31,AEGISCHEM,EQ,191.0,191.0,187.55,188.9,189.5,189.45,115340,21879267.95,06-JUL-2017,1192,INE208C01025
